image_id,assigned_rule_id,primary_class,level,perturbation,answer_changed,confidence_drop,object_box_iou,worker_lost,excluded_reason
0000007,rule_1,ppe_violation,level1_image,blur,False,-0.06628967781684225,0.9501259523727,False,
0000007,rule_1,ppe_violation,level1_image,low_light,False,-0.0007979764736124606,0.9392594641443663,False,
0000007,rule_1,ppe_violation,level1_image,occlude,False,0.03057498990425045,0.0,False,
0000007,rule_1,ppe_violation,level1_image,contrast_shift,False,0.03797244799456434,0.0,False,
0000007,rule_1,ppe_violation,level2_prompt,reworded_prompt,False,-0.011654918590052521,0.048966067380292286,False,
0000022,rule_3,compliant,level1_image,blur,False,-0.11823491484795612,0.8597193971123401,False,
0000022,rule_3,compliant,level1_image,low_light,False,0.006067849100301226,0.9976743854594368,False,
0000022,rule_3,compliant,level1_image,occlude,False,-0.0013737528039610147,0.8597193971123401,False,
0000022,rule_3,compliant,level1_image,contrast_shift,False,-0.006474743873280175,0.9988357999108425,False,
0000022,rule_3,compliant,level2_prompt,reworded_prompt,False,-0.005528700610046289,0.9988345213998355,False,
0000023,rule_1,compliant,level1_image,blur,False,-0.13004217222267822,0.0,False,
0000023,rule_1,compliant,level1_image,low_light,False,-0.021620155312120914,0.9374984105455008,False,
0000023,rule_1,compliant,level1_image,occlude,False,-0.00455379693840563,0.0,False,
0000023,rule_1,compliant,level1_image,contrast_shift,False,0.03310829093986822,0.9374984105455008,False,
0000023,rule_1,compliant,level2_prompt,reworded_prompt,True,-0.05903092221192574,,False,
0000034,rule_2,compliant,level1_image,blur,False,0.04843102255836129,0.003072276818165389,False,
0000034,rule_2,compliant,level1_image,low_light,False,-0.0029941002306128617,0.9807692307692307,False,
0000034,rule_2,compliant,level1_image,occlude,False,-0.009511418640613556,0.005241251734237706,False,
0000034,rule_2,compliant,level1_image,contrast_shift,False,-0.006932558757918095,0.9901960784313726,False,
0000034,rule_2,compliant,level2_prompt,reworded_prompt,True,-0.0679211491822368,,False,
0000037,rule_1,compliant,level1_image,blur,True,0.041158884098487114,0.0,False,
0000037,rule_1,compliant,level1_image,low_light,True,0.02956862721059994,0.0,False,
0000037,rule_1,compliant,level1_image,occlude,True,0.04005565454385107,0.0,False,
0000037,rule_1,compliant,level1_image,contrast_shift,True,0.020994524138846504,0.0,False,
0000037,rule_1,compliant,level2_prompt,reworded_prompt,False,-0.0099647188220513,0.0,False,
0000057,rule_1,compliant,level1_image,blur,False,-0.10615736845773904,0.0005301185225706143,False,
0000057,rule_1,compliant,level1_image,low_light,True,-0.07216962840301244,0.785714297428042,False,
0000057,rule_1,compliant,level1_image,occlude,False,-0.10901476814284583,0.8352268704370448,False,
0000057,rule_1,compliant,level1_image,contrast_shift,False,-0.07958811840689556,0.874999470181085,False,
0000057,rule_1,compliant,level2_prompt,reworded_prompt,True,-0.09754442219326098,0.0,False,
0000069,rule_1,compliant,level1_image,blur,True,0.04586014603929861,0.0,False,
0000069,rule_1,compliant,level1_image,low_light,False,0.006120073742100218,1.0,False,
0000069,rule_1,compliant,level1_image,occlude,True,-0.007312035454171029,0.0,False,
0000069,rule_1,compliant,level1_image,contrast_shift,False,0.010754584002175549,0.9003878445482136,False,
0000069,rule_1,compliant,level2_prompt,reworded_prompt,True,-0.02287437224929978,0.0,False,
0000074,rule_2,compliant,level1_image,blur,False,-0.1501421413245284,0.002440238531841784,False,
0000074,rule_2,compliant,level1_image,low_light,False,-0.008404745853372919,0.9259261003519883,False,
0000074,rule_2,compliant,level1_image,occlude,False,-0.000798374680536118,0.8840719090645845,False,
0000074,rule_2,compliant,level1_image,contrast_shift,False,0.005853324430063367,0.9344517810725081,False,
0000074,rule_2,compliant,level2_prompt,reworded_prompt,True,-0.11051910308500124,0.0,False,
0000079,rule_3,fall_hazard,level1_image,blur,False,0.05613994517049137,0.2444889607397863,False,
0000079,rule_3,fall_hazard,level1_image,low_light,False,-0.0009315889328718185,0.9798388447509695,False,
0000079,rule_3,fall_hazard,level1_image,occlude,False,0.08696966471948792,0.25886202485318227,False,
0000079,rule_3,fall_hazard,level1_image,contrast_shift,False,-0.005534840548144904,0.9878540598191158,False,
0000079,rule_3,fall_hazard,level2_prompt,reworded_prompt,False,-0.04954375595682203,0.9918366516528486,False,
0000081,rule_3,compliant,level1_image,blur,False,0.13681631158327778,0.5511021928944748,False,
0000081,rule_3,compliant,level1_image,low_light,False,0.08605525720243656,1.0,False,
0000081,rule_3,compliant,level1_image,occlude,False,-0.019427262584341132,0.0,False,
0000081,rule_3,compliant,level1_image,contrast_shift,False,0.0880589890293777,0.9963767746481971,False,
0000081,rule_3,compliant,level2_prompt,reworded_prompt,False,-0.04059259164043605,1.0,False,
0000102,rule_1,ppe_violation,level1_image,blur,False,0.048209645521315014,0.0007309192567159987,False,
0000102,rule_1,ppe_violation,level1_image,low_light,False,0.03630584258852265,0.7930271169084755,False,
0000102,rule_1,ppe_violation,level1_image,occlude,False,0.002286370710602892,1.0,False,
0000102,rule_1,ppe_violation,level1_image,contrast_shift,False,-0.00035134031038197566,0.8484845993867703,False,
0000102,rule_1,ppe_violation,level2_prompt,reworded_prompt,False,-0.05725285533646285,0.0,False,
0000116,rule_1,ppe_violation,level1_image,blur,False,0.010390488896518946,0.0,False,
0000116,rule_1,ppe_violation,level1_image,low_light,False,-0.005632722184860328,0.9384762930874712,False,
0000116,rule_1,ppe_violation,level1_image,occlude,False,-0.04732925917154973,0.8394072095058757,False,
0000116,rule_1,ppe_violation,level1_image,contrast_shift,False,0.002285795818482095,0.9789472187214656,False,
0000116,rule_1,ppe_violation,level2_prompt,reworded_prompt,False,-0.06878775760362099,0.0,False,
0000117,rule_3,fall_hazard,level1_image,blur,False,-0.0007890698810417707,0.5821643429443634,False,
0000117,rule_3,fall_hazard,level1_image,low_light,False,-0.014912246271879148,0.7322044979758565,False,
0000117,rule_3,fall_hazard,level1_image,occlude,False,-0.02625324255565087,0.7332047366258138,False,
0000117,rule_3,fall_hazard,level1_image,contrast_shift,False,0.02049207350327864,0.9982787901927154,False,
0000117,rule_3,fall_hazard,level2_prompt,reworded_prompt,False,-0.019645361110376958,0.9982787901927154,False,
0000120,rule_4,struck_by_risk,level1_image,blur,False,0.021158317762492884,0.7683500923851936,False,
0000120,rule_4,struck_by_risk,level1_image,low_light,True,0.013930829926433796,0.9601709723217706,True,
0000120,rule_4,struck_by_risk,level1_image,occlude,False,-0.010784890916612389,0.9336626609888097,False,
0000120,rule_4,struck_by_risk,level1_image,contrast_shift,False,-0.010445106951963323,1.0,False,
0000120,rule_4,struck_by_risk,level2_prompt,reworded_prompt,,,,,rule_4_has_no_second_phrasing
0000124,rule_2,compliant,level1_image,blur,False,0.07940233535399388,0.0,False,
0000124,rule_2,compliant,level1_image,low_light,False,0.004785108779157832,0.9452913414100806,False,
0000124,rule_2,compliant,level1_image,occlude,True,-0.03551281988620758,0.0,False,
0000124,rule_2,compliant,level1_image,contrast_shift,False,0.013253000697919237,0.9687487146650635,False,
0000124,rule_2,compliant,level2_prompt,reworded_prompt,True,-0.05588437709957361,0.0,False,
0000129,rule_1,compliant,level1_image,blur,True,0.05081988891659239,0.0002319265397768485,False,
0000129,rule_1,compliant,level1_image,low_light,False,-0.011729875779045384,0.8225134170704878,False,
0000129,rule_1,compliant,level1_image,occlude,True,-0.0025086629071404687,0.0,False,
0000129,rule_1,compliant,level1_image,contrast_shift,True,0.008629213353352982,0.0,False,
0000129,rule_1,compliant,level2_prompt,reworded_prompt,True,-0.027026476931165444,0.0,False,
0000149,rule_2,fall_hazard,level1_image,blur,False,0.01398860267665869,0.28117148564337424,False,
0000149,rule_2,fall_hazard,level1_image,low_light,False,-0.017161394765769833,1.0,False,
0000149,rule_2,fall_hazard,level1_image,occlude,False,-0.006723328191158062,0.9743588193379829,False,
0000149,rule_2,fall_hazard,level1_image,contrast_shift,False,-0.013067169511061794,0.9824561464900395,False,
0000149,rule_2,fall_hazard,level2_prompt,reworded_prompt,False,-0.16572071989584303,0.012891763422135851,False,
0000183,rule_1,compliant,level1_image,blur,True,-0.013050277551103884,9.03608086900432e-05,False,
0000183,rule_1,compliant,level1_image,low_light,False,-0.001829264286373311,0.8000039936612109,False,
0000183,rule_1,compliant,level1_image,occlude,True,0.0011990884585040273,0.8000039936612109,False,
0000183,rule_1,compliant,level1_image,contrast_shift,True,-0.003738321363925934,0.0,False,
0000183,rule_1,compliant,level2_prompt,reworded_prompt,False,-0.04455830563198426,0.0,False,
0000203,rule_3,fall_hazard,level1_image,blur,True,-0.0906428409683886,0.03919560925252664,False,
0000203,rule_3,fall_hazard,level1_image,low_light,False,-0.04582128873361002,0.0,False,
0000203,rule_3,fall_hazard,level1_image,occlude,False,-0.03161599832986084,0.0,False,
